Item No.,Item Description
XPW10M1SBT2,"PRIMARY WIRE GPT 1,000' SPOOLS 10 GAUGE, RED"
XPW14M1SBT2,"PRIMARY WIRE GPT 1,000' SPOOL 14 GAUGE, RED"
XPW14M3SBT2,"PRIMARY WIRE GPT 1,000' SPOOL 14 GAUGE, WHITE"
XPW14M5SBT2,"PRIMARY WIRE GPT 1,000' SPOOL 14 GAUGE, YELLOW"
XPW18M0SBT2,"PRIMARY WIRE GPT 1,000' SPOOL 18 GAUGE, ORANGE"
XPW18M1SBT2,"PRIMARY WIRE GPT 1,000' SPOOL 18 GAUGE, RED"
XPW18M7SBT2,"PRIMARY WIRE GPT 1,000' SPOOL 18 GAUGE, GREEN"
XPW18M8SBT2,"PRIMARY WIRE GPT 1,000' SPOOL 18 GAUGE, GRAY"
XPW14M6/4SBT3,PRIMARY WIRE 14 GAUGE BLUE WITH BROWN STRIPE
XBARBT3,BRASS BARB TEE 3/16
XPW14D6/4SBT3,PRIMARY WIRE 14 GAUGE BLUE WITH BROWN STRIPE 500' SPOOL
XPW14M4SBT3,"PRIMARY WIRE GPT 1,000' SPOOL"
XPW14M7/5SBT3,"PRIMARY WIRE GPT 1,000' SPOOL"
XPW14M7SBT3,"PRIMARY WIRE GPT 1,000' SPOOL"
XPW12D2SBT3,PRIMARY WIRE 12 GAUGE BLACK
XPW14D6/3SBT3,PRIMARY WIRE 14 GAUGE BLUE WITH WHITE STRIPE
XPW18M6/4SBT3,PRMARY WIRE 18 GAUGE BLUE WITH BROWN STRIPE
XPW10D2SBT3,"PRIMARY WIRE GPT 500' SPOOLS 10 GAUGE, BLACK"
XPW14D2SBT3,"PRIMARY WIRE GPT 500' SPOOLS 14 GAUGE, BLACK"
XPW14D4SBT3,"PRIMARY WIRE GPT 500' SPOOLS 14 GAUGE, BROWN"
XPW14D6SBT3,"PRIMARY WIRE GPT 500' SPOOLS 14 GAUGE, BLUE"
XPW14D7SBT3,"PRIMARY WIRE GPT 500' SPOOLS 14 GAUGE, GREEN"
XPW18M4SBT3,"PRIMARY WIRE GPT 1,000' SPOOL 18 GAUGE, BROWN"
X22BCSBT3,BATTERY CABLE 500' SPL BLACK 2 GAUGE
X42BCSBT3,BATTERY CABLE 500' SPL BLACK 4 GAUGE
XPW10M2SBT3,"PRIMARY WIRE GPT 1,000' SPOOL 10 GAUGE, BLACK"
XPW14M2SBT3,"PRIMARY WIRE GPT 1,000' SPOOL 14 GAUGE, BLACK"
XPW14M6SBT3,"PRIMARY WIRE GPT 1,000 SPOOL 14 GAUGE, BLUE"
XPW14M9SBT3,"PRIMARY WIRE GPT 1,000' SPOOL 14 GAUGE, PURPLE"
XPW18M2SBT3,"PRIMARY WIRE GPT 1,000' SPOOL 18 GAUGE, BLACK"
XBARBT4,BRASS BARB TEE 1/4
CBT4,"BATTERY TERMINAL CRIMP-TOP 4 GAUGE, UNIVERSAL, STRAIGHT"
XBARBT5,BRASS BARB TEE 5/16
XBARBT6,BRASS BARB TEE 3/8
XBARBT8,"BRASS BARB TEE 1/2"""
X18SBTB,"LOOM SPLIT BRAIDED SLEEVE 1/8"" 400 FT PER BOX BLACK"
BTL,"BATTERY TERMINAL - TOP POST LEAD, UNIVERSAL, 6 GA-1 GA"
BTM,"BATTERY TERMINAL - TOP POST LEAD, MARINE, POST W/ WING NUT"
X8X56BTP,"METAL SCREW SS PAN HD PHIL #8 X 5/16"" TYPE B BLUNT TIP"
XTCOBTR,RELAY - TRIGGER ONE BLUETOOTH SOLID STATE RELAY
X38SBTW,"LOOM SPLIT TUBULAR HARNESS WRAP - WOVEN 3/8"" 100 FT BOX"
X36SBTW,"LOOM SPLIT TUBULAR HARNESS WRAP - WOVEN 3/16"" 200 FT BOX"
BTW,"BATTERY TERMINAL PROTECTOR TREATED WASHER, BLACK 100/BOX"
XBARBU2,BRASS BARB FITTING HOSE SPLICER 1/8 HOSE
XBARBU3,BRASS BARB FITTING HOSE SPLICER 3/16 HOSE
XBARBU4,BRASS BARB FITTING HOSE SPLICER 1/4 HOSE
XBARBU5,BRASS BARB FITTING HOSE SPLICER 5/16 HOSE
XBARBU6,BRASS BARB FITTING HOSE SPLICER 3/8 HOSE
XBARBU8,BRASS BARB FITTING HOSE SPLICER 1/2 HOSE
8BB-V,TERMINAL BUTT NYLON-INS 16-14 GAUGE
8CECB-V,TERMINAL CLOSED END NYLON-INS 22-12 GAUGE
ALKAAB-V,BATTERY - ALKALINE AA
XALK9VB-V,BATTERY - ALKALINE 9 VOLT
XLUBVB,"ACCU-LUBE PUSH UP STICK LUBE, VEGETABLE OIL BASED"
XDROTBWM,"DEMEL OSCILLATING TOOL BLADE, BI-METAL, WOOD & METAL"
X8X12BWS,"WOOD SCREW PHILLIPS FLAT HEAD #8 X 1/2"" BRASS"
X1CBABWS,CORNER BRACE ANGLE BRACKET WITH SCREWS 24/PACK
X4X34BWS,"WOOD SCREW PHILLIPS FLAT HEAD #4 X 3/4"""
XRTR0HVO-BX,HI-VIS ORANGE EAR MUFF
X60RBX6,"AIR BRAKE SLEEVE 3/8"""
XDWATHHDJWBXL,"DEWALT, TOBACCO COLOR, HEATED HEAVY DUTY JACKET WITH BATTERY AND CHARGER, SIZE X-LARGE"
XPLB3S-C0,"CABLE TIE 11.8"", BLACK, 50 LB TS DOUBLE LOOP"
XL11D1AC01,"ROCKER SWITCH, ON-NONE-OFF, SPST, 20A - 12VAC - 12VDC, RED"
C1,"CLAMP RUBBER CUSHIONED 1"" DIAMETER, 1/4"" STUD"
C5PC-1,"CAT5e SNAGLESS ETHERNET PATCH CABLE, RED, 3 FT"
C6SPC-1,"CAT6 PATCH CABLE SHIELDED 550MHZ , 1 FT, SNAGLESS"
XPHS1C-1,"HEAT SHRINK POLYOLEFIN 100' RL 1"" ID, RED, 2:1 S/R"
BC-1,"BATTERY CLEANER - AEROSOL NET WT 18 OZ, AEROSOL"
GC-1,"GLASS CLEANER NET WT 19 OZ, AEROSOL"
XPOTC10,PUSH ON THREAD CAP #10 BOLT BLUE
XPW10C10,"PRIMARY WIRE GPT 100' SPOOL 10 GAUGE, PINK"
XHC10,"HOSE CLAMP #10 - 1/2"" MIN - 1-1/16"" MAX"
ABC10,"FUSE - ABC 1/4"" X 1-1/4"", 10 AMP"
XPW22C10,"PRIMARY WIRE GPT 100' SPOOL 22 GAUGE, PINK"
XPW20C10,"PRIMARY WIRE GPT 100' SPOOL 20 GAUGE, PINK"
X6BSFC10,"TERMINAL BLOCK-SPADE-FLANGED NYLON-INS 12-10 GAUGE, #10 STUD"
XPW12C10,"PRIMARY WIRE GPT 100' SPOOL 12 GAUGE, PINK"
XPW14C10,"PRIMARY WIRE GPT 100' SPOOL 14 GAUGE, PINK"
XPW16C10,"PRIMARY WIRE GPT 100' SPOOL 16 GAUGE, PINK"
XPW18C10,"PRIMARY WIRE GPT 100' SPOOL 18 GAUGE, PINK"
1FLRC10,"TERMINAL FLAG-RING NON-INS 12-10 GAUGE, #10 STUD"
4HC10,"TERMINAL HOOK VINYL-INS 12-10 GAUGE, #10 STUD"
4SC10,"TERMINAL SPADE VINYL-INS 12-10 GAUGE, #10 STUD"
4TLSC10,"TERMINAL LOCK-SPADE VINYL-INS 12-10 GAUGE, #10 STUD"
6HC10,"TERMINAL HOOK NYLON-INS 12-10 GAUGE, #10 STUD"
9SC10,TERMINAL SPADE NON-INS 12-10 GAUGE #10 STUD HI-TEMP
SBC10,SPLIT BOLT CONNECTOR - COPPER 10 - 12 GAUGE
2SC10,"TERMINAL SPADE NON-INS 12-10 GAUGE, #10 STUD"
6TLSC10,"TERMINAL LOCK-SPADE NYLON-INS 12-10 GAUGE, #10 STUD"
AGC10,"FUSE - AGC 1/4"" X 1-1/4"", 10 AMP"
9RC10,TERMINAL RING NON-INS 12-10 GAUGE #10 STUD HI-TEMP
2RC10,"TERMINAL RING NON-INS 12-10 GAUGE, #10 STUD"
FC10,"FERRULE CONNECTOR NYLON 10 GAUGE, GREEN"
4RC10,"TERMINAL RING VINYL-INS 12-10 GAUGE, #10 STUD"
HSSC10,"TERMINAL SPADE HEAT SHRINK 12-10 GAUGE, #10 STUD"
6RC10,"TERMINAL RING NYLON-INS 12-10 GAUGE, #10 STUD"
HSRC10,"TERMINAL RING HEAT SHRINK 12-10 GAUGE, #10 STUD"
LHC10,"HOSE CLAMP LINED #10 9/16"" MIN - 1-1/16"" MAX"
6SC10,"TERMINAL SPADE NYLON-INS 12-10 GAUGE, #10 STUD"
HC10,"HOSE CLAMP #10 9/16""-1 1/16"""
XPW12C11,"PRIMARY WIRE GPT 100' SPOOL 12 GAUGE, TAN"
XPW20C11,"PRIMARY WIRE GPT 100' SPOOL 20 GAUGE, TAN"
XPW14C11,"PRIMARY WIRE GPT 100' SPOOL 14 GAUGE, TAN"
XPW18C11,"PRIMARY WIRE GPT 100' SPOOL 18 GAUGE, TAN"
XPW16C11,"PRIMARY WIRE GPT 100' SPOOL 16 GAUGE, TAN"
XLTSRC12,"LIQUID TIGHT STRAIN RELIEF CORD CONNECTOR 1/2"""
XPOTC12,"PUSH ON THREAD CAP 1/2"" BOLT BLUE"
XRPVC12,"CLEAR PVC HOSE, 5/8""  OD X 1/2"" ID, 100' ROLL"
ABC12,FUSE
XRABCC12,"CABLE CLAMP RATCHETING, ADHESIVE BACKED .560"" DIAMETER"
XWHC12,"WIRE STYLE HOSE CLAMP 1/2"" HOSE ID"
XROMCC12,ROMEX CLAMP CONN 1/2 KO
XGPC12,"GALVANIZED PIPE COUPLING 1/2"""
XRC12,"RING COTTER PIN -  ZINC 1/2"" X"
XG8VA1A4TR01DC12,"RELAY 12 V, SPST ISO 280 CONTACTS NO BRACKET 15 AMPS"
XBPMC12,"BLACK PIPE MERCHANT COUPLING 1/2"""
XHC12,"HOSE CLAMP #12 - 11/16"" MIN - 1-1/4"" MAX, 5/16"" BAND"
XPEXC12,"BRASS PEX COUPLING 1/2"""
XC12,LOOM CLAMP 1/2   3/4  WIDE .406 MOUNTING HOLE
XHSRC12,"TERMINAL RING HEAT SHRINK 12-10 GAUGE 1/2"" STUD"
XPHC12,"HOSE CLAMP GAPLESS 1-EAR SIZE 1/2"""
LHC12,"HOSE CLAMP LINED #12 11/16"" MIN - 1-1/4""  MAX"
4RC12,"TERMINAL RING VINYL-INS 12-10 GAUGE, 1/2"" STUD"
2RC12,"TERMINAL RING NON-INS 12-10 GAUGE, 1/2"" STUD"
FC12,"FERRULE CONNECTOR NYLON 12 GAUGE, ORANGE"
AGC12,"FUSE - AGC 1/4"" X 1-1/4"", 12 AMP"
XBPC12,"BLACK PIPE COUPLING 1/2"""
6RC12,"TERMINAL RING NYLON-INS 12-10 GAUGE, 1/2"" STUD"
HC12,"HOSE CLAMP #12 11/16"" - 1-1/4"""
C12,"CLAMP RUBBER CUSHIONED 1/2"" DIAMETER, 1/4"" STUD"
XPOTC14,"PUSH ON THREAD CAP 1/4"" BOLT BLUE"
XPANLWC19AC14,ADHESIVE BACK CABLE CLIP .19 BUNDLE DIAMETER
XRC14,"RING COTTER PIN -  ZINC 1/4"" X"
XPNC14,PLASTIC NUT COVER 1/4
X4SC14,"TERMINAL SPADE VINYL-INS 12-10 GAUGE 1/4"" STUD"
XBPMC14,"BLACK PIPE MERCHANT COUPLING 1/4"""
XGPC14,"GALVANIZED PIPE COUPLING 1/4"""
EC14,"E-CLIP, RETAINING 1/4"" SHAFT"
4RC14,"TERMINAL RING VINYL-INS 12-10 GAUGE, 1/4"" STUD"
4TLSC14,"TERMINAL LOCK-SPADE VINYL-INS 12-10 GAUGE, 1/4"" STUD"
9RC14,"TERMINAL RING NON-INS 12-10 GAUGE 1/4"" STUD HI-TEMP"
FC14,"FERRULE CONNECTOR NYLON 14 GAUGE, GRAY"
C14,"CLAMP RUBBER CUSHIONED 1/4"" DIAMETER, 1/4"" STUD"
AGC14,"FUSE - AGC 1/4"" X 1-1/4"", 14 AMP"
6TLSC14,"TERMINAL LOCK-SPADE NYLON-INS 12-10 GAUGE, 1/4"" STUD"
XBPC14,"BLACK PIPE COUPLING 1/4"""
2RC14,"TERMINAL RING NON-INS 12-10 GAUGE, 1/4"" STUD"
HSRC14,"TERMINAL RING HEAT SHRINK 12-10 GAUGE, 1/4"" STUD"
6RC14,"TERMINAL RING NYLON-INS 12-10 GAUGE, 1/4"" STUD"
ABC15,"FUSE - ABC 1/4"" X 1-1/4"", 15 AMP"
AGC15,"FUSE - AGC 1/4"" X 1-1/4"", 15 AMP"
XTXL20MSPEC16,TXL WIRE 20 GAUGE ORANGE PRINTED GRFN-02-004 IN BLACK
GBC16,"FUSE - GBC 1/4"" X 31/32"", 16 AMP"
LHC16,"HOSE CLAMP LINED #16 13/16"" MIN - 1-1/2"" MAX"
HC16,"HOSE CLAMP #16 13/16"" - 1-1/2"""
FC16,"FERRULE CONNECTOR NYLON 16 GAUGE, BLACK"
XQC17,"COUPLER, 1/2"" BODY, 1/2""-14 NPTF"
XTXL16MSPEC18,TXL WIRE 16 GAUGE DARK BLUE PRINTED GRFN-22-007 IN WHITE
XGPC18,"GALVANIZED PIPE COUPLING 1/8"""
XBPMC18,"BLACK PIPE MERCHANT COUPLING 1/8"""
EC18,"E-CLIP, RETAINING 1/8"" SHAFT"
FC18,"FERRULE CONNECTOR NYLON 18 GAUGE, RED"
XBPC18,"BLACK PIPE COUPLING 1/8"""
AGC1B,"FUSE - AGC 1/4"" X 1-1/4"", 1 AMP - BULK"
XRSTC1D,KING NIPPE 1/2
C1D,"CLAMP RUBBER CUSHIONED 1"" DIAMETER, 1/4"" STUD, 500 BULK BOX"
X71T1045331C1M,"DUAL SHIELD WELDING WIRE, .045, 33 LB SPOOL"
XCS20AC1W,20 AMP 120/277VAC WHITE SWITCH
C2,"CLAMP RUBBER CUSHIONED 2"" DIAMETER, 1/4"" STUD"
C5PC-2,"CAT5e SNAGLESS ETHERNET PATCH CABLE, BLACK, 3 FT"
XABSC-2,"ABS COUPLER 2"" SLIP X SLIP"
XHC20,"HOSE CLAMP #20 5/16 BAND 7/8""-1-3/4"" RANGE"
XPW100F-C20,"PAN-WRAP SPLIT HARNESS WRAP 1"" BLACK 100 FT."
ABC20,"FUSE - ABC 1/4"" X 1-1/4"", 20 AMP"
FC20,"FERRULE CONNECTOR NYLON 20 GAUGE, BLUE"
AGC20,"FUSE - AGC 1/4"" X 1-1/4"", 20 AMP"
LHC20,"HOSE CLAMP LINED #20 13/16"" MIN - 1-3/4"" MAX"
HC20,"HOSE CLAMP #20 1-3/16"" - 1-3/4"""
XTC21,TEST CLIP 50 AMP NO INSULATOR
X32006C22,"FUSE HOLDER, 4 ATM FUSES, BUSSMAN 8 CIRCUIT POWER DISTRIBUTION CONNECTOR"
X32006-C22,"TERMINAL HOUSING 8 POSITION, 32006 SERIES PLUG EATON"
FC22,"FERRULE CONNECTOR NYLON 22 GAUGE, WHITE"
XIDC24,"IDEAL CRIMP TOOL, FOUR WAY SPRING LOADED"
XTC24,TEST CLIP 25 AMP NO INSULATOR
XTXL18MSPEC24,TXL WIRE 18 GAUGE GREEN PRINTED GRFN-31-106 IN WHITE
LHC24,"HOSE CLAMP LINED #24 1-1/16"" MIN - 2"" MAX"
HC24,"HOSE CLAMP #24 1-1/16"" - 2"""
GBC25,"FUSE - GBC 1/4"" X 31/32"", 25 AMP"
AGC25,"FUSE - AGC 1/4"" X 1-1/4"", 25 AMP"
XTXL18MSPEC26,TXL WIRE 18 GAUGE VIOLET PRINTED GRFN-41-008 IN WHITE
XTXL18MSPEC27,TXL WIRE 18 GAUGE VIOLET PRINTED GRFN-42-013 IN WHITE
XTC27,TEST CLIP 20 AMP NO INSULATOR
LHC28,"HOSE CLAMP LINED #28 1-5/16"" MIN - 2-1/4"" MAX"
HC28,"HOSE CLAMP #28 1-5/16"" - 2-1/4"""
XGMC2A,FUSE
XRA41BDC2B,"SWITCH ROUND MOMENTARY (ON) OFF, BLACK ACTUATOR, .187 WIDTH TERMINALS"
XRA11BDC2B,ROCKER SWITCH 2P SPST OFF-(ON) NO LEGEND
XRB11FDC2B,"ROCKER SWITCH ROUND BLACK BODY, ON/OFF/ON, .187"" TERMINALS SPDT"
XRA11FDC2B,ROCKER SWITCH SPDT OFF ON 20 AMPS 14VDC
XRA11ADC2B,ROCKER SWITCH SPST OFF ON
ACFRP10MIC2B,FUSE TAP MICRO 2 UP TO 10 AMPS
AGC2B,"FUSE - AGC 1/4"" X 1-1/4"", 2 AMP - BULK"
C6SPC-3,"CAT6 PATCH CABLE SHIELDED 550MHZ , 3 FT, SNAGLESS"
XABSC-3,"BLACK ABS COUPLER 3"" SLIP X SLIP"
XABC30,"FUSE - ABC 1/4"" X 1-1/4"", 30 AMP"
AGC30,"FUSE - AGC 1/4"" X 1-1/4"", 30 AMP"
XTXL20MSPEC32,TXL WIRE 20 GAUGE ORANGE PRINTED GRFN-06-003 IN BLACK
LHC32,"HOSE CLAMP LINED #32 1-9/16"" MIN - 2-1/2"" MAX"
HC32,"HOSE CLAMP #32 1-9/16"" - 2-1/2"""
XCBC34,"COOLANT BYPASS CAP, FORD, 3/4"" I.D., 2"" LONG APPROX"
XGPC34,"GALVANIZED PIPE COUPLING 3/4"""
XRGCC34,"RIGID CONDUIT CLAMP 3/4"""
XC34,XC34 LOOM CLAMP 3/4   3/4  WIDE .406 STUD DIAMETER
XBPMC34,"BLACK PIPE MERCHANT COUPLING 3/4"""
XJC34,CONDUIT CLAMP 3/4 OPENING
EC34,"E-CLIP, RETAINING 3/4"" SHAFT"
C34,"CLAMP RUBBER CUSHIONED 3/4"" DIAMETER, 1/4"" STUD"
XBPC34,"BLACK PIPE COUPLING 3/4"""
AGC35,"FUSE - AGC 1/4"" X 1-1/4"", 35 AMP"
EC36,"E-CLIP, RETAINING 3/16"" SHAFT"
LHC36,"HOSE CLAMP LINED #36 1-13/16"" MIN - 2-3/4"" MAX"
HC36,"HOSE CLAMP #36 1-13/16"" - 2-3/4"""
XPNC38,"PLASTIC NUT COVER 3/8"""
XPOTC38,"PUSH ON THREAD CAP 3/8"" BOLT BLUE"
XGPC38,"GALVANIZED PIPE COUPLING 3/8"""
XLTSRC38,"LIQUID TIGHT STRAIN RELIEF CORD CONNECTOR 3/8"""
XJC38,CONDUIT CLAMP 3/8  OPENING
XBPMC38,BLACK PIPE MERCHANT COUPLING 3/8
XBLU1D2TC38,"COMPRESSION LUG 1 GAUGE, 3/8"" STUD"
XC38,XC38 LOOM CLAMP 3/8  3/4 WIDE
XPHC38,"HOSE CLAMP GAPLESS 1-EAR SIZE 3/8"", .307 CLOSED .374 OPEN"
EC38,"E-CLIP, RETAINING 3/8"" SHAFT"
2RC38,"TERMINAL RING NON-INS 12-10 GAUGE, 3/8"" STUD"
C38,"CLAMP RUBBER CUSHIONED 3/8"" DIAMETER, 1/4"" STUD"
XBPC38,"BLACK PIPE COUPLING 3/8"""
4RC38,"TERMINAL RING VINYL-INS 12-10 GAUGE, 3/8"" STUD"
HSRC38,"TERMINAL RING HEAT SHRINK 12-10 GAUGE, 3/8"" STUD"
6RC38,"TERMINAL RING NYLON-INS 12-10 GAUGE, 3/8"" STUD"
AGC3B,"FUSE - AGC 1/4"" X 1-1/4"", 3 AMP - BULK"
X387TC-4,"HYDRAULIC HOSE 1/4"" I.D. 50'"
X471TC-4,"HYDRAULIC HOSE EN857/2SC 1/4"" I.D. 50 FT."
X451TC-4,"HYDRAULIC HOSE SAE 100R17 1/4"" I.D. 50 FT."
AGC40,"FUSE - AGC 1/4"" X 1-1/4"", 40 AMP"
LHC40,"HOSE CLAMP LINED #40 2-1/16"" MIN - 3"" MAX"
HC40,"HOSE CLAMP #40 2-1/16"" - 3"""
XCBSC42,CARBIDE BUR MINIATURE SC42
HC44,"HOSE CLAMP #44 2-5/16"" - 3-1/4"""
XLHC44,"HOSE CLAMP  - LINED #44 2-5/16"" MIN - 3-1/4"" MAX"
XTC45,TEST CLIP 5 AMP NO INSULATOR
XTXL20MSPEC46,TXL WIRE 20 GAUGE ORANGE PRINTED GRFN-06-004 IN BLACK
XG2R-1A-T-DC48,"RELAY 48 V, SPST POWER RELAY, NO BRACKET"
LHC48,"HOSE CLAMP LINED #48 2-9/16"" MIN - 3-1/2"" MAX"
HC48,"HOSE CLAMP #48 2-9/16"" - 3-1/2"""
AGC4B,"FUSE - AGC 1/4"" X 1-1/4"", 4 AMP - BULK"
C5PC-5,"CAT5e SNAGLESS ETHERNET PATCH CABLE, YELLOW, 2 FT"
XNTMTC50,MICRO TORCH WITH METAL GRIP
XAPALC50,WHEEL WEIGHTS 1/2 OZ 25 BOX FOR ALUMINUM WHEELS
AGC50,"FUSE - AGC 1/4"" X 1-1/4"", 50 AMP"
EC50,"E-CLIP, RETAINING 1/2"" SHAFT"
XCBSC51,"MINIATURE CARBIDE BUR, DOUBLE CUT, CYLINDER RADIUS END"
XLHC52,"HOSE CLAMP  - LINED #52 2-13/16"" MIN - 3-3/4"" MAX"
XHC52,"HOSE CLAMP #52 - 2-13/16"" MIN - 3-3/4"" MAX"
XTC55,TEST CLIP 10 AMP NO INSULATOR
XPNC56,"PLASTIC NUT COVER 5/16"""
XPOTC56,"PUSH ON THREAD CAP 5/16"" BOLT BLUE"
XLHC56,"HOSE CLAMP  - LINED #56 3-1/16"" MIN - 4-7/16"" MAX"
EC56,"E-CLIP, RETAINING 5/16"" SHAFT"
4RC56,"TERMINAL RING VINYL-INS 12-10 GAUGE, 5/16"" STUD"
2RC56,"TERMINAL RING NON-INS 12-10 GAUGE, 5/16"" STUD"
HC56,"HOSE CLAMP #56 3-1/16"" - 4"""
6RC56,"TERMINAL RING NYLON-INS 12-10 GAUGE, 5/16"" STUD"
HSRC56,"TERMINAL RING HEAT SHRINK 12-10 GAUGE, 5/16"" STUD"
XPNC58,"PLASTIC CAP NUT 5/8""-11, BLACK, 20/PACK"
XDBPHC58,"DOUBLE SNAP GRIP PLASTIC HOSE CLAMP, BLACK, CLAMP RANGE .59-.69"
XCBC58,"COOLANT BYPASS CAP, FORD, 5/8"" I.D., 2"" LONG APRROX."
XGC58,"GREASE COUPLER, 5/8"""
XC58,"CLAMP RUBBER CUSHIONED 5/8"" DIAMETER, 1/4"" STUD"
EC58,"E-CLIP, RETAINING 5/8"" SHAFT"
XGMC5A,"FUSE - GMC 5MMX20MM, 5 AMP"
AGC5B,"FUSE - AGC 1/4"" X 1-1/4"", 5 AMP - BULK"
C5PC-6,"CAT5e SNAGLESS ETHERNET PATCH CABLE, BLUE, 2 FT"
X471TC-6,"HYDRAULIC HOSE EN857/2SC 3/8"" I.D. 50 FT."
X387TC-6,"HYDRAULIC HOSE 3/8"" I.D. 50'"
XHC60,HOSE CLAMP 3 5/16- 4 1/4 RANGE
XTC60,TEST CLIP 5 AMP NO INSULATOR
HC64,"HOSE CLAMP #64 3-9/16"" - 4-1/2"""
RCC6A,"ASSORTMENT-RUBBER COATED CLAMP 107 PCS, 1/4""-1-1/2"" ID"
AGC6B,"FUSE - AGC 1/4"" X 1-1/4"", 6 AMP - BULK"
X4SC6S,TERMINAL SPADE VINYL-INS 12-10 GAUGE #6 STUD
XHSRC6S,"TERMINAL RING HEAT SHRINK 10-12 GAUGE #6 STUD, SLIM PATTERN"
XLHC72,"HOSE CLAMP  - LINED #72 4-1/8"" MIN - 5-7/16"" MAX"
HC72,"HOSE CLAMP #72 4-1/8"" - 5"""
XPC74,BULB
EC76,"E-CLIP, RETAINING 7/16"" SHAFT"
XC78,LOOM CLAMP 7/8
EC78,"E-CLIP, RETAINING 7/8"" SHAFT"
XCC7D,"IGNITION WIRE 7MM W/SUPPRESSION CORE, 7MM"
X487TC-8,"HYDRAULIC HOSE 1/2"" I.D. 50 FT"
X482TC-8,"HYDRAULIC HOSE SAE 100R1 1/2"" I.D. 50 FT."
X471TC-8,"HYDRAULIC HOSE EN857/2SC 1/2"" I.D. 50 FT."
X387TC-8,"HYDRAULIC HOSE 1/2"" I.D. 50'"
XHC80,"HOSE CLAMP #80 3-1/2"" MIN - 5-1/2"" MAX"
HC88,"HOSE CLAMP #88 5-1/8"" - 6"""
XHC8A,"ASSORTMENT, HOSE CLAMP, #4, #6, #8, #10, #12, #16, #20, #24"
XC72AC8A,ASSORTMENT SPECIAL GRADE 8
XC72AC8B,"ASSORTMENT-HEX CAP SCREWS USS, 1398 PCS GR8, BOLTS/NUTS/WASHERS, 72 HOLE BIN"
56X114C8B,"HEX CAP SCREW BOLT UNC ZINC 5/16""-18 X 1-1/4"", GR8 1100 BULK BOX"
38X234C8B,"HEX CAP SCREW BOLT UNC ZINC 3/8""-16 X 2-3/4"", GR 8, BULK BOX 400"
12X212C8B,"HEX CAP SCREW BOLT UNC ZY 1/2""-13 X 2-1/2"", GR 8"
12X112C8B,"HEX CAP SCREW BOLT 1/2-13"" X 12"" GR 8 ZY"
38X112C8B,"HEX CAP SCREW BOLT UNC ZINC 3/8""-16 X 1-1/2"", GR 8, 675 PC BULK BOX"
38X2C8B,"HEX CAP SCREW BOLT UNC ZINC 3/8""-16 X 2"", GR 8 550/BULK BOX"
38X134C8B,"HEX CAP SCREW BOLT UNC ZINC 3/8""-16 X 1-3/4"", GR8 600/BOX"
38X1C8B,"HEX CAP SCREW BOLT UNC ZY 3/8""-16 X 1"", GR 8, 900/BX"
56X1C8B,"HEX CAP SCREW BOLT UNC ZINC 5/16""-18 X 1"", GR 8, BULK"
38X114C8B,"HEX CAP SCREW BOLT UNC ZINC 3/8""-16 X 1-1/4"", GR8, 800 PER BOX"
38X34C8B,"HEX CAP SCREW BOLT UNC ZINC 3/8""-16 X 3/4"", GR 8, 1100/BOX"
12X2C8B,"HEX CAP SCREW BOLT UNC ZINC 1/2""-13 X 2"", GR 8 250/BX"
12x3c8b,"HEX CAP SCREW BOLT UNC ZINC 1/2""-13 X 3"", GR 8, 200/BOX"
38X212C8B,"HEX CAP SCREW BOLT UNC ZY 3/8""-16 X 2-1/2"", GR 8, 400/BOX"
XSC8E,CADDY SNAP CLIP 5/16-1/2
XSC8F,"CADDY SNAP CLIP 5/16-1/2, .75"" TO .937 CABLE RANGE"
XPNC8M,"PLASTIC NUT COVER, BLACK, FOR 8MM CAP SCREWS/ BOLTS"
X12X5C8P,"HEX CAP SCREW BOLT 1/2""-13 X 5"", GR8 PLAIN"
X1X712C8Z,"HEX CAP SCREW BOLT 1-8"" X 7-1/2"" GR 8 ZINC"
XLNLGFC90,LOCK N LUBE 90 DEGREE GREASE COUPLER ADAPTOR
XC96,"CLAMP RUBBER CUSHIONED 1/2"" DIAMETER, 1/4"" STUD"
XEC96,"E-CLIP, RETAINING"
XP075-44164-CA1,"HEX LAG SCREW ZINC 5/16"" X 1-5/8"" 7/16"" HEAD"
XMGLOVCAD,GLOVE HOLDERS WITH ATTACHMENT CLIP
X14X1CAL,"ALUMINUM HEX CAP SCREW, 1/4""-20 X 1"""
XFBL8020BACKUPCAM,"CUTSOM LABEL, CTS, ""BACK UP CAM"", 40 LABELS PER SHEET"
XFBL8020DRIVECAM,"CUSTOM LABEL, CTS, ""DRIVE CAM"", 40 LABELS PER SHEET"
12FP-CAP,HYDRAULIC FITTING FEMALE CAP 3/4
20FJ-CAP,HYDRAULIC FITTING SAE 37° JIC CAP 1-1/4
24FJ-CAP,HYDRAULIC FITTING SAE 37° JIC CAP 1-1/2
12FJ-CAP,HYDRAULIC FITTING SAE 37° JIC CAP 3/4
16FJ-CAP,GATES HYDRAULIC HOSE ADAPTER
8FJ-CAP,HYDRAULIC FITTING SAE 37° JIC CAP 1/2
4FJ-CAP,HYDRAULIC FITTING SAE 37° JIC CAP 1/4
10FJ-CAP,HOSE FITTING FEMALE JIC CAP 5/8
6FJ-CAP,HOSE FITTING FEMALE JIC CAP 3/8
